Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre,Genre_2020
2494,NERF N-Strike,Wii,2008.0,Oct,28.0,undefined,Electronic Arts  ,EA Salt Lake  ,,,0.91,0.09,,0.09,1.09,https://www.vgchartz.com/game/25319/nerf-n-strike/?region=All,Shooter,Shooter
2495,Toy Story 3: The Video Game,PS3,2010.0,Jun,15.0,undefined,Disney Interactive Studios  ,Avalanche Software  ,7.5,,0.51,0.41,,0.17,1.09,https://www.vgchartz.com/game/43555/toy-story-3-the-video-game/?region=All,Action,Action
2496,WWE SmackDown vs. Raw 2011,PS3,2010.0,Oct,26.0,undefined,THQ  ,JAKKS Pacific  ,,,0.44,0.46,0.01,0.18,1.09,https://www.vgchartz.com/game/46296/wwe-smackdown-vs-raw-2011/?region=All,Fighting,Fighting
2497,BeatMania,PS,1998.0,Oct,1.0,undefined,Konami  ,Konami  ,,,,,1.07,0.02,1.09,https://www.vgchartz.com/game/2899/beatmania/?region=All,Simulation,Simulation
2498,NFL 2K1,DC,2000.0,Sep,7.0,undefined,Sega  ,Visual Concepts  ,9.6,,1.02,0.05,,0.02,1.09,https://www.vgchartz.com/game/1584/nfl-2k1/?region=All,Sports,Sports
2499,Super Ghouls 'n Ghosts,SNES,1991.0,Nov,1.0,undefined,Capcom  ,Capcom  ,,,0.5,0.14,0.52,0.02,1.18,https://www.vgchartz.com/game/6454/super-ghouls-n-ghosts/?region=All,Platform,Platform
2500,Tamagotchi Connection: Corner Shop 2,DS,2006.0,Nov,14.0,undefined,Namco Bandai  ,NanaOn-Sha  ,,,0.09,0.01,0.86,0.01,0.97,https://www.vgchartz.com/game/4514/tamagotchi-connection-corner-shop-2/?region=All,Simulation,Simulation
2501,Madden NFL 2004,XB,2003.0,Aug,12.0,undefined,EA Sports  ,EA Tiburon  ,,,1.02,0.02,,0.05,1.09,https://www.vgchartz.com/game/1225/madden-nfl-2004/?region=All,Sports,Sports
2502,Sniper: Ghost Warrior 2,PC,2013.0,Mar,12.0,undefined,City Interactive  ,City Interactive  ,,,0.02,0.05,,0.01,0.08,https://www.vgchartz.com/game/70357/sniper-ghost-warrior-2/?region=All,Shooter,Shooter
2503,Bully: Scholarship Edition,X360,2008.0,Mar,5.0,undefined,Rockstar Games  ,Rockstar Vancouver/Mad Doc Software  ,8.1,10.0,0.53,0.42,0.03,0.11,1.09,https://www.vgchartz.com/game/14220/bully-scholarship-edition/?region=All,Action,Action
2504,Star Wars: The Force Unleashed,PSP,2008.0,Sep,16.0,undefined,LucasArts  ,Krome Studios  ,7.1,,0.43,0.41,,0.24,1.09,https://www.vgchartz.com/game/13964/star-wars-the-force-unleashed/?region=All,Action,Action
2505,The Godfather,PS2,2006.0,Mar,21.0,undefined,Electronic Arts  ,Headgate  ,,,0.89,0.03,0.01,0.15,1.09,https://www.vgchartz.com/game/2385/the-godfather/?region=All,Action,Action
2506,Alien: Isolation,PS4,2014.0,Oct,7.0,undefined,Sega  ,Creative Assembly  ,,,0.29,0.59,0.05,0.16,1.09,https://www.vgchartz.com/game/77802/alien-isolation/?region=All,Shooter,Shooter
2507,Star Wars: Bounty Hunter,PS2,2002.0,Nov,22.0,undefined,LucasArts  ,LucasArts  ,,,0.53,0.42,,0.14,1.09,https://www.vgchartz.com/game/5767/star-wars-bounty-hunter/?region=All,Shooter,Shooter
2508,Imagine: Babysitters,DS,2008.0,Oct,7.0,undefined,Ubisoft  ,Visual Impact  ,,,0.63,0.36,,0.1,1.09,https://www.vgchartz.com/game/27772/imagine-babysitters/?region=All,Simulation,Simulation
2509,Namco Museum Battle Collection,PSP,2005.0,Aug,23.0,undefined,Namco  ,Namco Tales Studio  ,7.9,,0.75,0.18,,0.16,1.09,https://www.vgchartz.com/game/1474/namco-museum-battle-collection/?region=All,Misc,Misc
2510,To the Moon,PC,2011.0,Nov,1.0,undefined,Unknown  ,Freebird Games  ,8.5,,,,,,,https://www.vgchartz.com/game/69794/to-the-moon/?region=All,undefined,Misc
2511,Skate 2,X360,2009.0,Jan,21.0,undefined,Electronic Arts  ,EA Black Box  ,8.2,,0.82,0.17,0.01,0.09,1.09,https://www.vgchartz.com/game/27534/skate-2/?region=All,Sports,Sports
2512,NFL Blitz 2000,PS,1999.0,Aug,17.0,undefined,Midway Games  ,Midway Games  ,,,0.6,0.41,,0.07,1.09,https://www.vgchartz.com/game/5501/nfl-blitz-2000/?region=All,Sports,Sports
2513,NASCAR Thunder 2004,PS2,2003.0,Sep,16.0,undefined,EA Sports  ,EA Tiburon  ,,,0.53,0.41,,0.14,1.08,https://www.vgchartz.com/game/5426/nascar-thunder-2004/?region=All,Racing,Racing
2514,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002.0,Nov,21.0,undefined,THQ  ,Big Sky Software  ,,,0.53,0.41,,0.14,1.08,https://www.vgchartz.com/game/5741/spongebob-squarepants-revenge-of-the-flying-dutchman/?region=All,Platform,Platform
2515,Dante's Inferno,PS3,2010.0,Feb,9.0,undefined,Electronic Arts  ,Visceral Games  ,7.3,8.3,0.64,0.28,0.04,0.12,1.08,https://www.vgchartz.com/game/32227/dantes-inferno/?region=All,Action,Action
2516,Fisherman's Bass Club,PS2,2002.0,Nov,30.0,undefined,Agetec  ,Vingt-et-un Systems  ,,,0.53,0.41,,0.14,1.08,https://www.vgchartz.com/game/774/fishermans-bass-club/?region=All,Sports,Sports
2517,Virtua Fighter 5,PS3,2007.0,Feb,20.0,undefined,Sega  ,Sega-AM2  ,8.7,,0.29,0.52,0.08,0.2,1.08,https://www.vgchartz.com/game/2609/virtua-fighter-5/?region=All,Fighting,Fighting
2518,Pro Evolution Soccer 2014,PS3,2013.0,Sep,24.0,undefined,Konami Digital Entertainment  ,Konami  ,8.3,,0.03,0.46,0.51,0.08,1.08,https://www.vgchartz.com/game/75251/pro-evolution-soccer-2014/?region=All,Action,Action
2519,Joust,2600,1983.0,Jan,1.0,undefined,Atari  ,Atari  ,,,1.01,0.06,,0.01,1.08,https://www.vgchartz.com/game/19758/joust/?region=All,Platform,Platform
2520,The Simpsons Game,PSP,2007.0,Nov,5.0,undefined,Electronic Arts  ,EA Redwood Shores  ,6.0,,0.24,0.54,,0.3,1.08,https://www.vgchartz.com/game/12618/the-simpsons-game/?region=All,Action,Action
2521,Tom Clancy's Ghost Recon 2,PS2,2004.0,Nov,30.0,undefined,Ubisoft  ,Red Storm Entertainment  ,,,0.64,0.34,,0.1,1.08,https://www.vgchartz.com/game/5888/tom-clancys-ghost-recon-2/?region=All,Shooter,Shooter
2522,Astral Chain,NS,2019.0,Aug,30.0,undefined,Nintendo  ,PlatinumGames  ,,,,,,,,https://www.vgchartz.com/game/223546/astral-chain/?region=All,undefined,Action
2523,Marvel Ultimate Alliance 3: The Black Order,NS,2019.0,Jul,19.0,undefined,Nintendo  ,Team Ninja  ,,,,,,,,https://www.vgchartz.com/game/223123/marvel-ultimate-alliance-3-the-black-order/?region=All,undefined,Action
2524,Mega Man 3,NES,1990.0,Nov,1.0,undefined,Capcom  ,Capcom  ,,,0.68,0.1,0.39,,1.17,https://www.vgchartz.com/game/6339/mega-man-3/?region=All,Platform,Platform
2525,Metroid Prime Hunters,DS,2006.0,Mar,20.0,undefined,Nintendo  ,Nintendo Software Technology Corporation  ,8.4,,0.57,0.04,0.11,0.06,0.76,https://www.vgchartz.com/game/1341/metroid-prime-hunters/?region=All,Shooter,Shooter
2526,Catherine,Series,,,,undefined,Unknown  ,Atlus  ,,,,,,,,https://www.vgchartz.com/game/226379/catherine/?region=All,undefined,undefined
2527,Ready 2 Rumble Boxing,PS,1999.0,Oct,31.0,undefined,Midway Games  ,Point of View  ,7.6,,0.6,0.41,,0.07,1.08,https://www.vgchartz.com/game/5620/ready-2-rumble-boxing/?region=All,Sports,Sports
2528,Dragon Ball Z: Taiketsu,GBA,2003.0,Nov,24.0,undefined,Atari  ,Webfoot Technologies  ,3.8,,0.77,0.29,,0.02,1.08,https://www.vgchartz.com/game/13565/dragon-ball-z-taiketsu/?region=All,Fighting,Fighting
2529,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Oct,20.0,undefined,Rockstar Games  ,Rockstar Leeds  ,9.2,,0.28,0.5,0.03,0.27,1.08,https://www.vgchartz.com/game/35592/grand-theft-auto-chinatown-wars/?region=All,Action,Action
2530,Disney's Lilo & Stitch,GBA,2002.0,Jun,7.0,undefined,Disney Interactive Studios  ,Digital Eclipse  ,8.0,,0.77,0.29,,0.02,1.08,https://www.vgchartz.com/game/25329/disneys-lilo-amp-stitch/?region=All,Platform,Platform
2531,Star Fox: Assault,GC,2005.0,Feb,14.0,undefined,Nintendo  ,Namco  ,6.6,8.5,0.68,0.18,0.19,0.03,1.08,https://www.vgchartz.com/game/2222/star-fox-assault/?region=All,Shooter,Shooter
2532,FIFA Soccer 11,Wii,2010.0,Sep,28.0,undefined,EA Sports  ,EA Canada  ,7.0,,0.26,0.69,,0.12,1.08,https://www.vgchartz.com/game/43330/fifa-soccer-11/?region=All,Sports,Sports
2533,LEGO Star Wars II: The Original Trilogy,DS,2006.0,Sep,12.0,undefined,LucasArts  ,Amaze Entertainment  ,4.9,,0.96,0.03,,0.08,1.07,https://www.vgchartz.com/game/5266/lego-star-wars-ii-the-original-trilogy/?region=All,Action,Action
2534,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Feb,15.0,undefined,Capcom  ,Capcom  ,8.4,,0.79,0.18,0.03,0.08,1.07,https://www.vgchartz.com/game/44740/marvel-vs-capcom-3-fate-of-two-worlds/?region=All,Fighting,Fighting
2535,Doko Demo Issyo,PS,1999.0,Jul,22.0,undefined,Sony Computer Entertainment  ,bexide  ,,,,,1.0,0.07,1.07,https://www.vgchartz.com/game/3104/doko-demo-issyo/?region=All,Misc,Misc
2536,Call of Duty 3,PS2,2006.0,Nov,7.0,undefined,Activision  ,Treyarch  ,8.2,,0.89,0.03,,0.15,1.07,https://www.vgchartz.com/game/4933/call-of-duty-3/?region=All,Shooter,Shooter
2537,The Biggest Loser,Wii,2009.0,Oct,6.0,undefined,THQ  ,Blitz Games  ,7.7,,0.86,0.12,,0.09,1.07,https://www.vgchartz.com/game/35999/the-biggest-loser/?region=All,Sports,Sports
2538,Prince of Persia,PS3,2008.0,Dec,2.0,undefined,Ubisoft  ,Ubisoft Montreal  ,8.3,8.2,0.47,0.41,0.03,0.17,1.07,https://www.vgchartz.com/game/24825/prince-of-persia/?region=All,Action,Action
2539,Skylanders Giants,PS3,2012.0,Oct,21.0,undefined,Activision  ,Toys for Bob  ,,,0.38,0.52,,0.18,1.07,https://www.vgchartz.com/game/71069/skylanders-giants/?region=All,Action,Action
2540,Imagine: Fashion Designer New York,DS,2008.0,Oct,13.0,undefined,Ubisoft  ,Virtual Toys / Lexis Numerique  ,,,0.65,0.32,,0.1,1.07,https://www.vgchartz.com/game/27773/imagine-fashion-designer-new-york/?region=All,Simulation,Simulation
2541,Tiger Woods PGA Tour 10,Wii,2009.0,Jun,8.0,undefined,EA Sports  ,EA Tiburon  ,9.0,,0.6,0.37,,0.1,1.07,https://www.vgchartz.com/game/32292/tiger-woods-pga-tour-10/?region=All,Sports,Sports
2542,Championship Manager 99/00,PC,2000.0,Jan,1.0,undefined,Eidos Interactive  ,Sports Interactive  ,,,,0.98,,0.09,1.07,https://www.vgchartz.com/game/6206/championship-manager-9900/?region=All,Sports,Sports
2543,Virtua Fighter,SAT,1995.0,May,11.0,undefined,Sega  ,Sega-AM2  ,9.0,,0.17,0.12,0.77,0.02,1.07,https://www.vgchartz.com/game/4660/virtua-fighter/?region=All,Fighting,Fighting
2544,MySims Agents,DS,2009.0,Sep,29.0,undefined,Electronic Arts  ,EA Redwood Shores  ,,,0.54,0.42,0.0,0.11,1.07,https://www.vgchartz.com/game/33724/mysims-agents/?region=All,Adventure,Adventure
2545,WWE SmackDown vs. Raw 2010,PS2,2009.0,Oct,20.0,undefined,THQ  ,JAKKS Pacific  ,,,0.53,0.01,,0.54,1.07,https://www.vgchartz.com/game/35091/wwe-smackdown-vs-raw-2010/?region=All,Fighting,Fighting
2546,Pro Evolution Soccer 2008,X360,2008.0,Mar,12.0,undefined,Konami  ,Konami  ,,,0.08,0.9,0.04,0.05,1.07,https://www.vgchartz.com/game/12647/pro-evolution-soccer-2008/?region=All,Sports,Sports
2547,Tomb Raider: Underworld,X360,2008.0,Nov,18.0,undefined,Eidos Interactive  ,Crystal Dynamics  ,7.5,,0.53,0.42,0.01,0.11,1.07,https://www.vgchartz.com/game/23915/tomb-raider-underworld/?region=All,Action,Action
2548,NHL 99,PS,1998.0,Sep,30.0,undefined,EA Sports  ,EA Canada  ,,,0.59,0.4,,0.07,1.07,https://www.vgchartz.com/game/18489/nhl-99/?region=All,Sports,Sports
2549,SoulCalibur III,PS2,2005.0,Oct,25.0,undefined,Namco  ,Namco  ,8.5,,0.74,0.15,0.13,0.05,1.07,https://www.vgchartz.com/game/19276/soulcalibur-iii/?region=All,Fighting,Fighting
2550,Naruto: Ultimate Ninja Storm,PS3,2008.0,Nov,4.0,undefined,Namco Bandai  ,CyberConnect2  ,7.8,,0.49,0.34,0.09,0.15,1.07,https://www.vgchartz.com/game/18886/naruto-ultimate-ninja-storm/?region=All,Fighting,Fighting
2551,Ridge Racer Revolution,PS,1996.0,Sep,30.0,undefined,Namco  ,Namco  ,,,0.17,0.12,0.71,0.07,1.07,https://www.vgchartz.com/game/1904/ridge-racer-revolution/?region=All,Racing,Racing
2552,World Tour Soccer,PSP,2005.0,Mar,14.0,undefined,Sony Computer Entertainment  ,SCEE London Studio  ,7.0,,0.1,0.63,,0.34,1.07,https://www.vgchartz.com/game/2712/world-tour-soccer/?region=All,Sports,Sports
2553,Hot Wheels Turbo Racing,PS,1999.0,Sep,22.0,undefined,Electronic Arts  ,Stormfront Studios  ,,,0.59,0.4,,0.07,1.07,https://www.vgchartz.com/game/993/hot-wheels-turbo-racing/?region=All,Racing,Racing
2554,The Orange Box,PS3,2007.0,Dec,11.0,undefined,Electronic Arts  ,EA UK  ,8.7,,0.28,0.58,,0.21,1.07,https://www.vgchartz.com/game/13320/the-orange-box/?region=All,Shooter,Shooter
2555,Spore Creatures,DS,2008.0,Sep,7.0,undefined,Electronic Arts  ,Foundation 9  ,7.2,,0.66,0.3,0.0,0.1,1.07,https://www.vgchartz.com/game/24658/spore-creatures/?region=All,Simulation,Simulation
2556,NCAA Football 99,PS,1998.0,Aug,1.0,undefined,EA Sports  ,EA Tiburon  ,,,0.59,0.4,,0.07,1.06,https://www.vgchartz.com/game/41546/ncaa-football-99/?region=All,Sports,Sports
2557,Mortal Kombat: Armageddon,PS2,2006.0,Oct,9.0,undefined,Midway Games  ,Midway Games  ,7.4,,0.88,0.04,,0.14,1.06,https://www.vgchartz.com/game/5384/mortal-kombat-armageddon/?region=All,Fighting,Fighting
2558,Freekstyle,PS2,2002.0,Jun,17.0,undefined,EA Sports BIG   ,Page 44 Studios  ,,,0.52,0.41,,0.14,1.06,https://www.vgchartz.com/game/5131/freekstyle/?region=All,Racing,Racing
2559,DiRT 3,PS3,2011.0,May,24.0,undefined,Codemasters  ,Codemasters  ,9.0,,0.27,0.58,0.01,0.2,1.06,https://www.vgchartz.com/game/44024/dirt-3/?region=All,Racing,Racing
2560,Simple 1500 Series Vol. 1: The Mahjong,PS,1998.0,Oct,22.0,undefined,D3 Publisher  ,Chat Noir  ,,,,,0.99,0.07,1.06,https://www.vgchartz.com/game/4324/simple-1500-series-vol-1-the-mahjong/?region=All,Misc,Misc
2561,MLB The Show 18,PS4,2018.0,Mar,27.0,undefined,Sony Interactive Entertainment  ,SIE San Diego Studio  ,,,0.86,,,0.2,1.06,https://www.vgchartz.com/game/218064/mlb-the-show-18/?region=All,undefined,Sports
2562,Football Manager 2013,PC,2012.0,Nov,1.0,undefined,Sega  ,Sports Interactive  ,,,,0.96,,0.1,1.06,https://www.vgchartz.com/game/71128/football-manager-2013/?region=All,Sports,Sports
2563,NBA Street V3,PS2,2005.0,Feb,8.0,undefined,EA Sports BIG   ,EA Canada  ,,,0.52,0.41,,0.14,1.06,https://www.vgchartz.com/game/5461/nba-street-v3/?region=All,Sports,Sports
2564,Worms Armageddon,PS,1999.0,Nov,30.0,undefined,Microprose  ,Team17 Software  ,,,0.18,0.81,,0.08,1.06,https://www.vgchartz.com/game/6530/worms-armageddon/?region=All,Strategy,Strategy
2565,Hulk,PS2,2003.0,May,27.0,undefined,Universal Interactive  ,Radical Entertainment  ,,,0.52,0.41,,0.14,1.06,https://www.vgchartz.com/game/5203/hulk/?region=All,Action,Action
2566,Endless Ocean,Wii,2008.0,Jan,21.0,undefined,Nintendo  ,Arika  ,6.8,,0.43,0.46,0.09,0.09,1.06,https://www.vgchartz.com/game/6979/endless-ocean/?region=All,Adventure,Adventure
2567,NFL Blitz,N64,1998.0,Sep,9.0,undefined,Midway Games  ,Midway Games  ,,,1.02,0.04,,0.01,1.06,https://www.vgchartz.com/game/1587/nfl-blitz/?region=All,Sports,Sports
2568,NFL Quarterback Club 98,N64,1997.0,Oct,24.0,undefined,Acclaim Entertainment  ,Iguana Entertainment  ,,,1.01,0.05,,0.01,1.06,https://www.vgchartz.com/game/1607/nfl-quarterback-club-98/?region=All,Sports,Sports
2569,Sonic Generations,3DS,2011.0,Nov,22.0,undefined,Sega  ,Sonic Team  ,6.3,,0.44,0.52,0.01,0.08,1.06,https://www.vgchartz.com/game/51174/sonic-generations/?region=All,Platform,Platform
2570,Mario & Luigi: Paper Jam,3DS,2016.0,Jan,22.0,undefined,Nintendo  ,AlphaDream Corporation  ,7.4,,0.2,0.33,0.27,0.04,0.85,https://www.vgchartz.com/game/85767/mario-amp-luigi-paper-jam/?region=All,Role-Playing,Role-Playing
2571,Wario Land: Shake It!,Wii,2008.0,Sep,22.0,undefined,Nintendo  ,Good-Feel  ,7.3,,0.59,0.31,0.15,0.1,1.15,https://www.vgchartz.com/game/24197/wario-land-shake-it/?region=All,Platform,Platform
2572,Aliens vs Predator,X360,2010.0,Feb,16.0,undefined,Sega  ,Rebellion Developments  ,6.0,,0.55,0.4,,0.11,1.06,https://www.vgchartz.com/game/35318/aliens-vs-predator/?region=All,Shooter,Shooter
2573,Warhawk,PS3,2007.0,Aug,28.0,undefined,Sony Computer Entertainment  ,Incognito Entertainment  ,8.4,,0.49,0.39,,0.17,1.06,https://www.vgchartz.com/game/7238/warhawk/?region=All,Simulation,Simulation
2574,Spider-Man 2,GBA,2004.0,Jun,29.0,undefined,Activision  ,Digital Eclipse  ,7.0,,0.76,0.28,,0.02,1.06,https://www.vgchartz.com/game/25475/spider-man-2/?region=All,Action,Action
2575,Seek and Destroy,PS2,2002.0,Dec,11.0,undefined,Conspiracy Entertainment  ,Barnhouse Effect  ,5.6,,0.52,0.4,,0.14,1.06,https://www.vgchartz.com/game/1998/seek-and-destroy/?region=All,Racing,Racing
2576,Darksiders,X360,2010.0,Jan,5.0,undefined,THQ  ,Vigil Games  ,7.8,,0.67,0.28,0.01,0.1,1.06,https://www.vgchartz.com/game/25779/darksiders/?region=All,Action,Action
2577,LEGO The Lord of the Rings,PS3,2012.0,Nov,13.0,undefined,Warner Bros. Interactive Entertainment  ,Unknown  ,,,0.37,0.52,,0.16,1.06,https://www.vgchartz.com/game/71120/lego-the-lord-of-the-rings/?region=All,Action,Action
2578,Mercenaries 2: World in Flames,X360,2008.0,Aug,31.0,undefined,Electronic Arts  ,Pandemic Studios  ,7.1,,0.65,0.3,0.01,0.1,1.06,https://www.vgchartz.com/game/21595/mercenaries-2-world-in-flames/?region=All,Shooter,Shooter
2579,Brothers: A Tale of Two Sons,PC,2013.0,Sep,3.0,undefined,505 Games  ,Starbreeze Studios  ,,,,,,,,https://www.vgchartz.com/game/71012/brothers-a-tale-of-two-sons/?region=All,Adventure,Adventure
2580,Sega Superstars Tennis,Wii,2008.0,Mar,18.0,undefined,Sega  ,Sumo Digital  ,7.0,,0.28,0.65,,0.13,1.06,https://www.vgchartz.com/game/14445/sega-superstars-tennis/?region=All,Sports,Sports
2581,Call of Duty 4: Modern Warfare,DS,2007.0,Nov,5.0,undefined,Activision  ,n-Space  ,7.3,,0.95,0.02,0.01,0.08,1.05,https://www.vgchartz.com/game/7609/call-of-duty-4-modern-warfare/?region=All,Shooter,Shooter
2582,DiRT,PS3,2007.0,Sep,11.0,undefined,Codemasters  ,Codemasters  ,8.3,,0.16,0.66,,0.23,1.05,https://www.vgchartz.com/game/6991/dirt/?region=All,Racing,Racing
2583,Resident Evil: The Darkside Chronicles,Wii,2009.0,Nov,17.0,undefined,Capcom  ,"Cavia, inc.  ",7.2,,0.46,0.31,0.2,0.09,1.05,https://www.vgchartz.com/game/32591/resident-evil-the-darkside-chronicles/?region=All,Action,Action
2584,The Walking Dead: Season Two,PC,2014.0,Oct,14.0,undefined,Telltale Games  ,Unknown  ,,,,,,,,https://www.vgchartz.com/game/77076/the-walking-dead-season-two/?region=All,Adventure,Adventure
2585,Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Nov,5.0,undefined,2K Play  ,Black Lantern Studios  ,,,0.97,0.01,,0.08,1.05,https://www.vgchartz.com/game/12595/dora-the-explorer-dora-saves-the-mermaids/?region=All,Platform,Platform
2586,Cosmic Ark,2600,1982.0,Jan,1.0,undefined,Imagic  ,Imagic  ,,,0.99,0.05,,0.01,1.05,https://www.vgchartz.com/game/20217/cosmic-ark/?region=All,Shooter,Shooter
2587,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Nov,7.0,undefined,Sony Computer Entertainment  ,Zipper Interactive  ,8.2,,0.81,0.11,,0.13,1.05,https://www.vgchartz.com/game/2097/socom-us-navy-seals-fireteam-bravo-2/?region=All,Shooter,Shooter
2588,Disney Infinity,PS3,2013.0,Aug,18.0,undefined,Disney Interactive Studios  ,Unknown  ,,,0.53,0.34,,0.18,1.05,https://www.vgchartz.com/game/71961/disney-infinity/?region=All,Action,Action
2589,UFC Undisputed 3,PS3,2012.0,Feb,14.0,undefined,THQ  ,Yukie's Osaka  ,,,0.55,0.33,0.03,0.14,1.05,https://www.vgchartz.com/game/51656/ufc-undisputed-3/?region=All,Action,Action
2590,Defender,2600,1981.0,Jan,1.0,undefined,Atari  ,Atari  ,,,0.99,0.05,,0.01,1.05,https://www.vgchartz.com/game/20238/defender/?region=All,Misc,Misc
2591,MySims Agents,Wii,2009.0,Sep,29.0,undefined,Electronic Arts  ,EA Redwood Shores  ,7.5,,0.63,0.32,0.0,0.1,1.05,https://www.vgchartz.com/game/33725/mysims-agents/?region=All,Adventure,Adventure
2592,Lego Marvel Super Heroes: Universe in Peril,3DS,2013.0,Oct,22.0,undefined,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.42,0.5,0.04,0.08,1.05,https://www.vgchartz.com/game/71345/lego-marvel-super-heroes-universe-in-peril/?region=All,undefined,Action
2593,Adventure Island,NES,1988.0,Sep,1.0,undefined,Hudson Soft  ,Hudson Soft / West One  ,,,,,1.05,0.0,1.05,https://www.vgchartz.com/game/6193/adventure-island/?region=All,Platform,Platform
2594,Arc the Lad II,PS,1996.0,Jun,20.0,undefined,Sony Computer Entertainment  ,ARC Entertainment  ,,,,,0.92,0.13,1.05,https://www.vgchartz.com/game/2852/arc-the-lad-ii/?region=All,Role-Playing,Role-Playing
2595,Derby Stallion 96,SNES,1996.0,Mar,15.0,undefined,ASCII Entertainment  ,ASCII Entertainment  ,,,,,1.04,0.01,1.05,https://www.vgchartz.com/game/3073/derby-stallion-96/?region=All,Sports,Sports
2596,F-Zero: Maximum Velocity,GBA,2001.0,Jun,12.0,undefined,Nintendo  ,"Nd Cube Co., Ltd.  ",8.7,,0.39,0.16,0.37,0.12,1.04,https://www.vgchartz.com/game/3236/f-zero-maximum-velocity/?region=All,Racing,Racing
2597,Mario Superstar Baseball,GC,2005.0,Aug,29.0,undefined,Nintendo  ,Namco / NOW Production  ,7.2,,0.93,0.24,0.25,0.04,1.46,https://www.vgchartz.com/game/1264/mario-superstar-baseball/?region=All,Sports,Sports
2598,Star Fox 64 3D,3DS,2011.0,Sep,9.0,undefined,Nintendo  ,Nintendo EAD  ,8.0,,0.48,0.29,0.13,0.07,0.96,https://www.vgchartz.com/game/45692/star-fox-64-3d/?region=All,Shooter,Shooter
2599,Tag Team Match M.U.S.C.L.E.,NES,1986.0,Oct,1.0,undefined,Bandai  ,Bandai  ,,,,,1.05,0.0,1.05,https://www.vgchartz.com/game/6309/tag-team-match-muscle/?region=All,Fighting,Fighting
2600,Virtua Tennis 3,PS3,2007.0,Mar,20.0,undefined,Sega  ,Sega-AM3  ,,,0.23,0.58,0.03,0.21,1.05,https://www.vgchartz.com/game/6150/virtua-tennis-3/?region=All,Sports,Sports
2601,NBA 2K3,PS2,2002.0,Oct,8.0,undefined,Sega  ,Visual Concepts  ,,,0.51,0.4,,0.13,1.05,https://www.vgchartz.com/game/5434/nba-2k3/?region=All,Sports,Sports
2602,The Evil Within 2,PS4,2017.0,Oct,13.0,undefined,Bethesda Softworks  ,Tango Gameworks  ,,,0.31,0.49,0.09,0.15,1.05,https://www.vgchartz.com/game/181691/the-evil-within-2/?region=All,undefined,Action
2603,The Simpsons: Road Rage,XB,2001.0,Dec,1.0,undefined,Electronic Arts  ,Radical Entertainment  ,,,0.78,0.26,,0.01,1.05,https://www.vgchartz.com/game/2063/the-simpsons-road-rage/?region=All,Racing,Racing
2604,Dave Mirra Freestyle BMX,PS,2000.0,Sep,26.0,undefined,Acclaim Entertainment  ,"Z-Axis, Ltd.  ",7.4,,0.91,0.11,,0.03,1.05,https://www.vgchartz.com/game/6220/dave-mirra-freestyle-bmx/?region=All,Sports,Sports
2605,Supreme Commander 2,PC,2010.0,Mar,2.0,undefined,Square Enix  ,Gas Powered Games  ,7.5,,,0.15,,0.04,0.19,https://www.vgchartz.com/game/34946/supreme-commander-2/?region=All,Strategy,Strategy
2606,Forza Motorsport,XB,2005.0,May,3.0,undefined,Microsoft Game Studios  ,Turn 10 Studios  ,9.2,,0.52,0.51,,0.02,1.05,https://www.vgchartz.com/game/793/forza-motorsport/?region=All,Racing,Racing
2607,Disney Universe,Wii,2011.0,Oct,25.0,undefined,Disney Interactive Studios  ,Disney Interactive Studios  ,,,0.66,0.28,,0.1,1.05,https://www.vgchartz.com/game/51387/disney-universe/?region=All,Action,Action
2608,Rocksmith 2014,PS3,2013.0,Oct,22.0,undefined,Ubisoft  ,Ubisoft San Francisco  ,9.1,,0.56,0.26,0.05,0.17,1.05,https://www.vgchartz.com/game/73112/rocksmith-2014/?region=All,Misc,Misc
2609,Imagine: Animal Doctor,DS,2007.0,Oct,23.0,undefined,Ubisoft  ,Virtual Toys / Lexis Numerique  ,,,0.45,0.48,,0.11,1.05,https://www.vgchartz.com/game/21861/imagine-animal-doctor/?region=All,Simulation,Simulation
2610,Sonic & SEGA All-Stars Racing,DS,2010.0,Feb,23.0,undefined,Sega  ,Sumo Digital  ,8.3,,0.43,0.51,,0.11,1.05,https://www.vgchartz.com/game/34894/sonic-amp-sega-all-stars-racing/?region=All,undefined,Racing
2611,Super Hexagon,PC,,,,undefined,Unknown  ,Terry Cavanagh  ,,,,,,,,https://www.vgchartz.com/game/223399/super-hexagon/?region=All,undefined,Action
2612,MVP Baseball 2003,PS2,2003.0,Mar,10.0,undefined,EA Sports  ,EA Sports  ,,,0.51,0.4,,0.13,1.04,https://www.vgchartz.com/game/5398/mvp-baseball-2003/?region=All,Sports,Sports
